text,label
100%തിരുവാതിര പൊളിച്ചു.,original
celebrating the death of poor boy. protocols not applicable there. no chance to reach corona there . ,original
"covidinu commighaludhe pediyanu. kudhathe dhiraj rajendran enna rakthasakshiye kittiyathu thamasikkathe aaghoshikkendathanu. pinney commighalkku vyakthi aradhan mathramey virudhamayittullu, daiva dhurandhathindhe  (erattachangan) sthithi aakam. pannighaludhe vairudhyathmaka bhoudhika vadam ella kollaruthaima nyayikarikkan mathiyaya karanamanu. uluppillatha kulamkuthighal.",original
ore samayathu lokam muzhuvan sanitise cheyyukayum ore samayam allavarkkum vaccine kodukkukayum cheyyuka,Fake
kovidineyum    omicronineyum  cpm     thiruvathira kalikkaar adichu  konnu,original
kalla camizz,original
ബുദ്ധിജീവികൾ ഒക്കെ വാ മൂടി കെട്ടിയിരിക്കുകയാണല്ലേ. . പ്രതികരണശേഷി നഷ്ടപ്പെട്ട പാർട്ടി അണികൾ . കഷ്ടം,original
sagakkale nigal ntaan bjp yee anukarikkukayaano alla parayunnathum cheyyunnathum ellam mandatharam aanallo,original
കിടിലോ കിടിലം പരിപാടി &quot;ഗം&39; ,original
ബീജയണ്ണൻ വാഴും കാലം,original
thiruvathira bijyannn,original
സൂപ്പർ അവതരണം,original
എന്താ ഷാജൻ ചെറ്റേ നിന്റെ പൊട്ടിത്തെറി ഒന്നും കണ്ടില്ലല്ലോ,Fake
correct,Fake
നശിച്ച പാർട്ടി സിപിഎം. ഉടായിപ്പ് പാർട്ടി. പരനാറി കൊലപാതകി,original
മനോരമയുടെ നിഷ വൈറസിനോളം വരില്ല ചൈനയുടെ  കൊറോണ വൈറസ് .,Fake
100% covid കേസുകളിൽ വർധന ഉണ്ടായ തു തിരുവാതിര കളിച്ചു ആ ഘോഷിച്ചു എന്ന് പറ ,original
ഈ പെണ്ണുങ്ങൾക്ക് നാണവും മാനവുമില്ലേ പട്ടിണിപാവങ്ങളെ മന്ത്രി മാർക്കു കോടികൾ അസ്തിയുണ്ട് അതുകൊണ്ട് നാണംകെട്ടപ്പണിക്കുപോകരുത്,original
kashtam,original
pravasikalk മാത്രം 7 divsm quarantine. വല്ലാത്ത നിയമം തന്നെ. വർഷങ്ങൾ koodumpol leav ന് vrunna പ്രവാസികളുടെ 7 divsm നശിപ്പിക്കാന്‍ aaanu eee തീരുമാനം. avdann ടെസ്റ്റ് എടുത്ത് ഇവിടെ vnn വീണ്ടും 7 divsm kshtm thnne,original
vaccine എടുത്തവർക്കും പോസിറ്റീവ് ആണ്,Fake
100ശതമാനം ഉറപ്പാണ് കൊറോണ വൈറസ് ചൈന യിലെ ലാബിൽ നിന്ന് പുറത്ത് വന്നതാണ് !,Fake
മനുഷ്യൻ ഉണ്ടെങ്കിൽ മാത്രമേ കൊറോണയ്ക് ജീവിക്കാൻ കഴിയുകയുള്ളു മേളകൾ വാഴട്ടെ,Fake
വോട്ട് ചെയ്തവർക് നാണക്കേട് സമ്മാനിച്ചിരിക്കുന്നു. ലോകനേതാക്കളെ കണ്ട് ഇനിയും പഠിച്ചിട്ടില്ലേ.,original
"kristian andersen, an associate professor of immunology and microbiology at scripps research, and his colleagues looked at the genetic template for the spike proteins that protrude from the surface of the virus. the coronavirus uses these spikes to grab the outer walls of its host&39;s cells and then enter those cells. they specifically looked at the gene sequences responsible for two key features of these spike proteins: the grabber, called the receptor-binding domain, that hooks onto host cells; and the so-called cleavage site that allows the virus to open and enter those cells. <br><br>that analysis showed that the &quot;hook&quot; part of the spike had evolved to target a receptor on the outside of human cells called ace2, which is involved in blood pressure regulation. it is so effective at attaching to human cells that the researchers said the spike proteins were the result of natural selection and not genetic engineering.",Fake
stupid goverment,original
"take the challenge , have u know allopathy came to india 300 years please check the origin of treadational medicine n speak batter",Fake
"we should learned to live with out china products , boycott  china , l",Fake
കാരണ ഭൂതൻ ,original
പണിക്ക് പോവാതെ ഇരുന്നാലും കുടുംബം പട്ടിണി ആയാലും ഇനിയും പോയി വോട്ട് ചെയ്തു കൊടുക്ക് അപ്പൊ ശെരിയാകും,original
സത്യ പ്രതിജ്ഞ ഞാൻ മറക്കില്ല ജനങ്ങളോട് ഉള്ള വെളുവിളി!,original
പാർട്ടി അനുഭാവി എന്ന നിലയിൽ മറ്റുള്ളവരുടെ മുൻപിൽ തല കുനിക്കാൻ ഒരവസരം കൂടി തന്നതിന് ബിഗ് സല്യൂട്ട്,original
enikonnum parayanilla ente oru vot 3g ayollo,original
very good program ,original
qualification ആവശ്യമില്ലാത്ത politics എന്ന ജോലി ചെയ്യുന്നവർക്ക് ആശംസകൾ,original
very sad,Fake
ഈ ലോകത്ത് വിശ്വാസിക്കാൻ കൊളളാത്ത രണ്ട് വർഗ്ഗം ചൈനക്കാരും ഇസ്ലാം മതക്കാരും,Fake
"this is from live science site<br>that analysis showed that the &quot;hook&quot; part of the spike had evolved to target a receptor on the outside of human cells called ace2, which is involved in blood pressure regulation. it is so effective at attaching to human cells that the researchers said the spike proteins were the result of natural selection and not genetic engineering.",Fake
ithe thenga alle kazinjya varsham paranjyathu. appo china angane onum vidila ennalle ningale polathe channel thalli vitathu.,Fake
ഉത്തരകൊറിയയിൽ കൊറോണ പടരില്ല . കാരണം. ഒരു കേസ് റിപ്പോർട് ചെയ്താൽ അപ്പോൾ തന്നെ വെടിവെച്ചു കൊല്ലും.,Fake
rajiyathu corona parathiyamanmare thalayil pokki vechu nyayikarikkunna ealla sudappikalodum. epolanu ealla polayadimalkalum thani pakistan konam kanikkunnath. janichamanninod koor olla oruthanum pattilla. rajiyathu porathullavatekkalum vishaggell nammude rajiyathu thanne ond.,Fake
നല്ല വിശകലനം ആയിരിന്നു ഷാജൻ അഭിനന്ദനങൾ,Fake
communism ennu paranjal valya thinma anu ethu thirichu ariyan lokathinu kaziyate.communism ethinte ulkambu valya thinma anu.purame sugar coating.,Fake
hahahah,original
ആ ടീച്ചർ ഇല്ലാത്തതിന്റെ കുറവ് ഇപ്പോൾ അറിയുന്നു,original
polichu,original
namml munnot poonam.coronate athijeevikan padikanam .immunity power kootanam.oru adipoli sangi news annu ee channelinte,Fake
koyapilyaa. hmm . nom kurachu kalam vishramikkattee. enhittu nokkam.,Fake
thoniyavasam aanu <br>dictator baranam,original
enth dhuradham ann sagavae kashttam,original
nayinte makkal cpm,original
oky y u sendingig mody pictures sumtim,Fake
തലയിൽ എന്തേലും ഉള്ളവർ ഇപ്പോൾ സഖവ്‌ എന്ന് പറഞ്ഞ് നടക്കില്ല നിലവാരം ഇല്ലാത്ത no1 പാർട്ടി ഇതിനും വില ബിജെപിക്ക് ഉണ്ട് ,original
ഇനി മുതൽ പിണറായി പ്രതിമ ഉണ്ടാക്കി വെച്ച് പൂജ തുടങ്ങാം <br>കുഞ്ചൻ നമ്പ്യാർ ഉണ്ടായിരുന്നുവെങ്കിൽ ആശിച്ചു പോകുന്നു.,original
ഈ പൊളിറ്റിക്കല്‍ ലീഡര്‍മാര്‍ക്ക് വരുന്ന covidന് ഒരു ശക്തിയും ഇല്ലല്ലോ? അതോ അവര്‍ക്ക് covid വന്നു എന്ന് വരുത്തി എതിർ അണികള്‍ക്ക് സന്തോഷം പകരുകയാണോ? അതോ അത്രയും ദിവസം ശല്യം ഇല്ലാതെ അടുത്ത പരുപാടി പ്ലാന്‍ ചെയ്യാന്‍ ആണോ ഈ നേതാക്കള്‍ covid പിടിച്ചു എന്ന് പറഞ്ഞു മാളത്തില്‍ കയറുന്നത്? spb ഒക്കെ എന്ത് പ്രയാസങ്ങള്‍ അനുഭവിച്ചു.,Fake
പണ്ടാര അടങ്ങിയ cpm ഈ നാടിനെ മുടിക്കും:,original
covid lock vannal oru 1kg banana vangan poyalum chilapo police ntea aduth ninnu adikittum ,original
നമുക്ക് എന്നും ജവാൻ മാത്രമേ ഉള്ള. <br>ലോക്കഡോൺ എപ്പോ വേണമെങ്കിലും വരും. കുപ്പികൾ വാങ്ങി വച്ചോളു  ജയ് കൊറോണ ,original
പറയുന്ന വാക്കുകളോട് ഒരു ശതമാനമെങ്കിലും നീതി പുലർത്താൻ നമ്മുടെ ഭരണകൂടങ്ങളും രാഷ്ട്രീയപ്രവർത്തകരും thayyaaraayenkill .,original
jacob sir ne kaliyakkan ee koora channel il vannirikkunna mandanu enth qualification aanu ullath? avar vyajanmaar aanenkil enthinu interview  edukkan poi? avar paranjathine idak vachu cut cheith kanich janangalude manassil thettidharana  undakkunna ivanmaare venam pidichu akathidan. naanam illatha asianet. jacob sirnte  aduthu orikal enkilum treatment nadathitt maari illenkil kuttam paranjolu . modern science mathram aanu sheri ennu parayunnavare enthu cheyyan? doctors jacob sir ne polullavare orikkalum nallath parayilla karanam naturopathy valarunnath avark ishtamilla. ellarum modern medicine alle treatment nu poittullu orikkal naturopathy try cheith nokku aadyam alpam kaipp  anubhavapedum pinne madhurikkum.try cheithitt kuttam para.athinoru anthassund.,Fake
correct,Fake
നിങ്ങൾ ചാനലുകാരെ ജനങ്ങൾക്ക് ഇപ്പോൾ നല്ല വിശ്വാസമാണ്. മോഹനൻ വൈദ്യരും ജേക്കബ് വടക്കാഞ്ചേരിയും പറഞ്ഞതാണ് സത്യമെന്ന് ഇന്ന് ജനങ്ങൾ തിരിച്ചറിഞ്ഞിരിക്കുന്നു.എടുത്തോണ്ട് പോടാ നിൻ്റെയൊക്കെ കള്ളവാർത്തകൾ. ഇങ്ങനെ ആൾക്കാരെ പറ്റിച്ച് ജേർണലിസം എന്ന പേരിൽ ജീവിക്കാതെ. പിച്ചയെടുത്ത് ജീവിക്ക്. അതിന് ഇതിനേക്കാൾ അന്തസ്സുണ്ട്.,Fake
communist thiruvaathira aakaam.<br>pakshe aranmula vallomkali chadangu maathram. no vallasadya either. both are in health minister&39;s constituency.,original
𝙲𝚘𝚛𝚘𝚗𝚊𝚟𝚒𝚛𝚞𝚜𝚟𝚊𝚗𝚗𝚊𝚝𝚑𝚎.𝚜𝚗𝚊𝚔𝚎.𝚌𝚘𝚛𝚎𝚌𝚝𝚊𝚗𝚜𝚠𝚎𝚛.𝚙𝚕𝚎𝚎𝚜𝚠𝚊𝚒𝚝𝚎,Fake
പൊളിച്ചു മുത്തേ,original
ലേശം ഉളുപ്പ്.,original
"കൊറോണ വൈറസ് അറിയേണ്ട പ്രധാന 10 കാര്യങ്ങൾ .നിങ്ങളുടെ ചോദ്യങ്ങൾക്ക് മറുപടി അറിയാൻ ക്ലിക്ക് ചെയ്‌തു  <a href=""",Fake
പ്രകൃതിചികിത്സ നല്ലതാണ്. അലോപ്പതി ചികിത്സ നല്ലതല്ല.,Fake
please give him a chance to treat <br>you can see power of naturopathy,Fake
"flight foging  or not serious matter.  my thoughts this fever through cloud and quiet natural. like chicken gunua, menegitis flu, h1n1.but numonia and brain attacked very seriously. communication most likely be careful to avoid  because that creates panic and fever.",Fake
കേരളം വേറെ ലെവൽ ആണെന്ന് ഞങ്ങൾ കാണിക്കും ആരോഗ്യ മന്ത്രി യും സിഎം ഉം വേറെ ലെവൽ,original
enthu purogamananu keralathil pinaraayi thannathu,original
enthineyum parihasikkukayum aaghoshilkkukayum cheyunna malayali thanneyanu nammude naadinte saapam.,Fake
think about it,Fake
ഇതുപോലത്തെ ആചാരം വേറെയും ഉണ്ടൊ ആവോ,original
പ്രോട്ടോകോൾ എവിടെ,original
there r incidence reported on immediate problems on vaccination.,Fake
അവനൊക്കെ അവന്മാരുടെ <br>വീട്ടിൽ ചത്തോളും പിന്നെ പഠിക്കും,Fake
 you are 100%  correct.,Fake
appol ini gulf okke thirich varumalle?,Fake
supparrrr sir,Fake
സിപിഎം ,original
അവരുടെ വെല്ലുവിളിക്കാൻ ഉള്ള ദൈര്യം അപാരം തന്നെ  എന്തെങ്കിലും ഒന്ന് കാണാതെ അവര് അങ്ങിനെ പറയുമെന്ന് തോന്നുന്നില്ല  വെല്ലുവിളി സ്വീകരിച്ചില്ലെങ്കിൽ ഇവിടെ അവരുടെ മുമ്പിൽ മുട്ട് മടക്കേണ്ടി വരുന്നത് നമ്മുടെ ആധുനിക വൈദ്യ ശസ്ത്രമാണ് അത് നമുക്ക് നാണക്കേടല്ലെ,Fake
പേടിക്കണ്ട നല്ല നിലയിൽ കൂടുന്നുണ്ട്.,original
rajyathin nanakked alla . rajya droham aanenn vayi thurann parayado .,Fake
അവശേഷിക്കുന്ന വൈറസുകളെ തൂത്തു കൂട്ടി വന്നിടത്തേക്ക് തന്നെ കയറ്റി അയക്കണം.,Fake
ഇവർ ആണോ പാത്രം കൊട്ടാൻ പറഞ്ഞ മോഡിയെ കളിയാക്കുന്നെ,original
enth pattan ,original
ith viral aavum ,original
ശെരിയാണ്. പക്ഷെ നമ്മുടെ ജനസംഖ്യ എത്രയാണ്? numbers affected വളരെ കൂടുതലാവുകയും ചെയ്യും,Fake
udayip bharanam ann evday,original
"ചിരിക്കാതെ എന്ത് പറയാൻ.<br>മെഗാ തിരുവാതിര, പാർട്ടി സമ്മേളനങ്ങൾ, ലുല്ലുമാൾ ഉത്ഘാടനം with ജനസാഗര shopping എന്ന്-വേണ്ടാ സർവത്രകലാപരിപാടികളും കണ്ടില്ലാ കേട്ടില്ല എന്നൊക്കെ നടിച്ചിട്ട്,<br>ഇനിയിപ്പോൾ വലിയ വലിയ കരുതലുകാരായി, സംരക്ഷകരായി സർക്കാര് മാറും അല്ലേ?<br>എല്ലാംകൂടി അടച്ചു പൂട്ടിച്ചു സാധാരണക്കാരായവരെ പണ്ടാരമടക്കും<br>ചർക്കാർ ഉദ്യോഗസ്ഥർക്കും രാഷ്ട്രീയക്കാർക്കും ശമ്പളം മറ്റ് ആനുകൂല്യങ്ങളും മുടങ്ങത്തുമില്ല അല്ലേ?",original
ഇരട്ട ചങ്ക്. ഇരട്ട നയം.,original
oola,Fake
appuram vilapa yaatra ippuram thiruvathira,original
the truth can not be concealed for a long long time.  modern medicine does not have an answer to this virus phenomena but when someone say something such a long time consistently they should at least listen and try to understand what they have to say.  it is humane. there are a lot of to understand which is not even can&39;t understand for most of us.,Fake
950 il adhikam hindukkale konnu kolavilicha christian dhyana kendranthe kurichu enthu parayunnu sajan zakaria.,Fake
ഇത്രയും വലിയൊരു ദുരന്തം കേരളം ഇതിനു മുന്നേ കണ്ടിട്ടില്ല കേരളമേ അനുഭവിക്കൂ അനുഭവിക്കൂ,original
ട്രൂമ്പിനെ എല്ലാ ജിഹാദി സെക്യൂലർ ലിബറലുകളും കൂടി ഓതുക്കി,Fake
super,original
covid വന്നപ്പോൾ കൈ കൊട്ടിയതിന് സംഘികളെ കളിയാക്കിയ കമ്മികളുടെ ഇപ്പോഴത്തെ അവസ്ഥ,original
ഈ പെണ്ണുങ്ങൾ ക്ക് നാണം ഇല്ലേ,original
6-7 വർഷം കൊണ്ട് നടത്തേണ്ട clinical trial കഴിയാത്ത vaccine എടുക്കാൻ തലക്ക് ഓളമൊന്നുമില്ല. <br>പണ്ട് ഇതുപോലെ  polio യ്ക്ക്  vccine എടുത്ത് കയ്യും കാലും തളന്നു പോയ ഒരുപാട് ആൾകാർ ഇപ്പോഴും ജീവനോടെ ഉണ്ടെന്ന് ഓർക്കുന്നത് നല്ലതാണ്,Fake
ഇതെല്ലാം പി ജയരാജന്റെ  അണികൾ എങ്ങനെ സഹിക്കും,original
cpi(m)- എന്നാൽ ഇപ്പൊ പിണറായി വിജയൻ എന്നായി ,original
അടുത്ത ആഴ്ച്ച എൻ്റെ കല്യാണ തിരുവാതിര ഉണ്ട്നാട്ടുകാർക്ക് മുഴുവൻ സ്വാഗതം ,original
ഇവട്ടകൾക് ഉളുപ്പില്ല. അടിച്ചു ഓ ടിക്കറുതോ evattakale. കുറെ ഉളപ്പിലാചികൾ ആടാനും വന്നിരിക്കുന്നു ലജ്ജയില്ലാതെ.,original
etheduthar 5 varshthodu koodi marikum,Fake
എന്റെ ഒരു വോട്ട് ,original
ഇതുപോലെ ഉളുപ്പ് ഇല്ലാത്ത ഒരു വർഗ്ഗത്തെ  ആണ് പ്രബുദ്ധരെനനു മിഥൄധാരണ ഉള്ള വിഡഡികളായ മലയാളികൾ  തിരഞ്ഞെടുത്തത്. there  is no difference between modi and pinarai.,original
"രക്ഷിക്കാൻ ഒരു ദൈവവും വരില്ല,  എളുപ്പം സ്വർഗം പൂകാം. !",Fake
asanu aduppilum thooram,original
cpm ന്റെ പുതിയ കലാരൂപം =501പേർ ചേർന്ന തിരുവാ എതിർവാ കളി,original
pathetic,original
ഒരിക്കലും വിശ്വാസിക്കാൻ പറ്റാത്ത രാജ്യമാണ് ചൈന പിന്നി ട് മനസ്സിലാക്കാം,Fake
konnu kalayum atra thanee .,Fake
എന്തെങ്കിലും  രീതിയിൽ  അവരും  നശിക്കും,Fake
we need to adjust with corona,Fake
തുടർഭരണം ഇവന്മാർ കുളമാക്കും!<br>my review :<br>അഭ്യന്തരം 2/10<br>വിദ്യാഭ്യാസം 3/10<br>ആരോഗ്യം 5/10<br>പൊതുമരാമത്ത് 7/10<br>ഗതാഗതം 5/10<br>വിദ്യൂചക്തി 4/10<br>ദേവസ്വം 5/10,original
shameless government,original
vaccine daivamanu സ്വന്തം അമ്മയെ പോലെ വിശ്വസിച്ചോ ചേച്ചി,Fake
നമ്മൾ പ്രവാസികൾക്കു വേണ്ടി താങ്കൾ എങ്കിലും സംസാരിച്ചല്ലോ. സന്തോഷം,original
ഞങ്ങൾ ഇങ്ങനെ ഒക്കെ ചെയ്യും. വോട്ട് ചെയ്തു ജയിപ്പുച്ച് വിട്ടതല്ലേ  ഞങ്ങളെ ഉപദേശിക്കാൻ ആരും വരണ്ട,original
ഈ പാർട്ടി വേറെ പാർട്ടിയാണ്. ഇരട്ടത്താപ്പ് ഔദ്യോഗിക നയമായി പ്രഖ്യാപിക്കണം.,original
ഇവരെ ഇറക്കി vidu,original
ചൈന ലോക പോലീസ് ആയേക്കാം,Fake
"കേരളത്തിൽ ഇടതുപക്ഷം നിലനിൽപ്പിന്  <br>ജനങ്ങളെ കൈയ്യിൽ എടുക്കണം. അതിന് വേണ്ടി തയ്യാർ എടുത്ത് ഉണ്ടാക്കിയ ഒരു ഉപാധി ആണ് ഈ പരിപാടി. <br>ചൈനയക് ഇതിൽ നല്ല ഒരു സുഹൃത്തിന്റെ കടമയാണെന്ന് പറയാത് തന്നെ ഏവർക്കും അറിയാം. <br>തന്നതാൻ നല്ലവൻ എന്ന് വരുത്തി തീർക്കുക ,ഇത് വിളിച്ചു പറയാൻ സിൽബഥികളെ നകാപിച കൊടുത്ത് നിർത്തിയിരിക്കുകയാണ്.",Fake
a comforting news puplic will be happy to here this encouraging to all god bless you shajan sir,Fake
iavanmarku nanam illedey,original
"<a href="" മരുന്ന് കിട്ടിയത് ഇന്ത്യയിൽ നിന്ന്, തമിഴ്‌നാട്ടിൽ നിന്ന്",Fake
covid വന്നോ അല്ലാതെയോ chakathe നോക്കേണ്ടത് nenjalado kilavan ponga,original
കെട്ടു കഥകളിലെ ഇന്ദ്ര സദസ്സ് ആണ് ഓർമ്മ വരുന്നത്. . ഇന്ദ്രനെ വാഴ്ത്തിപ്പാടുന്ന പരിചരകർ.,original
ഇയാളും എന്തിനാ ഇങ്ങനെ പറയുന്നേ മുസ്ലിം വിരോധി താനും സപ്പോർട് ചെയ്തോ,Fake
"വിവാഹത്തിനും മരണാനന്തര ചടങ്ങുകൾക്കും 50 പേർ, പ്രവാസികൾക്ക്  ക്വറന്റൈൻ, പാർട്ടിക്കാർക്ക് തിരുവാതിര",original
സന്തോഷം  ഇതുപോലെ ആയിരിക്കണം എല്ലായി പ്പോ ഴും,original
അവരാണ് യഅ്ജൂജ് മഅ്ജൂജ് ഇനി അവരെ കൈയിലാണ്,Fake
kumbaha. corona. covid. mela. ,Fake
"parassala. എന്ന് പറയുന്നുണ്ട്, but  തിരുവാതിരക്കളി നടന്നത് ചെരുവാരക്കോണം എന്നാ സ്ഥലത്താണ് , cheruvarakkonam.  parassala നിന്ന് 2km അപ്പുറം ആണ്",original
sir അങ്ങയുടെ വാക്കുകൾ സത്യം ആയി ഭവിക്കട്ടെ. വിട്ടു പോകും ഈ രോഗം നമ്മളെ. ലോക സമസ്ത സുഖിനോ ഭവന്തു.,Fake
super channel,original
ഒരാൾക്കും വന്നില്ല എന്നു പറയുന്ന താങ്കൾ ഒരു വിഢിയാണ്,Fake
let them finish thr ansr,Fake
കുംഭമേള ഒരു വർഷം  നടത്തിയില്ലെങ്കിൽ  കുഴപ്പം  ഒന്നുമില്ല. കോവിഡ് വ്യാപിക്കും.,Fake
പാറശാലയിൽ എല്ലാവരും ജാഗ്രതപാലിക്കണം,original
നിയന്ത്രണം ഏർപ്പെടുത്തുന്നതുംഅത് ലംഘിക്കുന്നതും ഇവർത്തന്നെ. നാണമില്ലേ. കഷ്ടം.,original
"ആരോഗ്യ മന്ത്രിയും ഈ പാർട്ടിയുടെ പരിപാടിയോക്കെ കണ്ടിട്ടാണോ തള്ളുന്നത്. ഉളുപ്പു എന്നു കേട്ടിട്ടുണ്ടോ, കൂട്ടം കൂടരുത്, മാസ്‌ക്ക്‌, സാമൂഹിക അകലം.തള്ളു തള്ളു.ഇതിനെയൊക്കെ ചുമക്കുന്ന മലയാളികളെ പറഞ്ഞാൽ മതി.",original
എന്നിട്ടു പ്രവാസിക് കൊറണ്ടയിൻ. ലേശം ഉളുപ്പില്ലാത്ത ജാതികൾ,original
at last some good news from your channel on covid.,Fake
they cannot be blamed. ayurvedic or natural medicine can treat any disease by different procedures than that of english system of medicine.,Fake
"hydrocloquin is a medicine .  the studies used three times the dose and claimed useless. if it is given at the very start and zinc daily is effective doctors say.  it is also good <a href="" need for a new  medicine or vaccine . the propaganda is only increasing fear which causes heart attacks.",Fake
&quot; nammude naadu iniyum enthu adhapathikkaan?&quot;,original
americail.മരണം  : 38 ആയി .,Fake
ആശാന് അടുപ്പിലും ആവം.ക്വാറന്റൈൻ ഇരിക്കാൻ പ്രവാസിയും കോവിഡ് പരത്താൻ പാർട്ടിക്കാരും,original
sathyam evark allam avam,original
വടക്ക് ഒരുത്തൻ ചത്തു കിടക്കുന്നു. ഇവിടെ pb അംഗം ഉൾപ്പടെ അട്ടഹാസിക്കുന്നു  ഇത്രേം വൃത്തികെട്ട പ്രസ്ഥാനം വേറെ ഉണ്ടാകില്ല. ത്ഫു,original
"<b>കേരളത്തിലേക്കുള്ള ഒമിക്രോണിൻ്റെ വരവ് ആഘോഷമാക്കി മാർക്സിസ്റ്റ് പാർട്ടി !</b><br><i>തനിക്ക് ലഭിച്ച ഗംഭീര സ്വീകരണത്തിന് ഒരുപാട് നന്ദിയുണ്ടെന്നും, ഉടനെയൊന്നും ഈ നാട് വിട്ട് പോവില്ലെന്നും ഒമിക്രോൺ പ്രതികരിച്ചു.</i> ",original
puttile puru chanal,Fake
എന്തുവാ സഖാവേ അമ്മായിക്കും അടുപ്പിലും ആവാം ,original
pandu udf aayirunnu ipol ldfum thudangi komalitharam.,original
ivanmar logathinu thanne apathanu.,Fake
വേശ്യാനെറ്റിൽ കാണാൻ കൊള്ളാവുന്ന ഒരേ ഒരു പരിപാടി ഗം ,original
കല്യാണത്തിനും മരണത്തിനും തിരുവാതിര സംഘടിപ്പിച്ചാൽ 500 പേർക്ക് പങ്കെടുക്കാം ,original
konathile keralam,original
u please go &amp; collect the details from the hospital about the death rate.,Fake
1534 positive cases and 9 deaths in russia. lockdown ആണ് അവിടെ. പറയുമ്പോൾ ഒന്നുകൂടി അന്വേഷിക്കുന്നത് നല്ലതായിരിക്കും. bio weapon ആണോ എന്നറിയില്ല. ചൈന ആയതുകൊണ്ട് അതും പ്രതീക്ഷിക്കാം. പക്ഷെ റഷ്യ യിൽ കൊറോണ ഉണ്ടെന്നതിൽ doubt ഇല്ല. പിന്നെ north korea  എന്തുണ്ടായാലും പുറത്ത് ന്യൂസ് വിടില്ല.,Fake
ഇസ്ലാമും കമ്മ്യൂണിസവും ഇല്ലായിരുന്നേൽ ജനപ്പെരുപ്പവും ശാന്തി സമാധാനം ഒക്കെ   ആയി ലോകം ബോറടിച്ചേനെ,Fake
"no 1 kerala, kerala model",original
ഭൂമിയിലെ സകല വിഷ ജിവികളെയും പുഴുങ്ങി തിന്നുന്ന ചൈനീസ് ജനതയിൽ നിന്നും ഇനിയും പല ദുരന്തങ്ങളും പ്രതീക്ഷിക്കാം.&39;&39; &39;&39;,Fake
emantabutiklaldaatd,original
ഒരു ഉളുപ്പുമില്ലാത്ത വർഗ്ഗം ,original
എല്ലാവരും എന്ന് പറയേണ്ടിടത്തു താങ്കൾ എപ്പോഴും എല്ലവരും എന്നാണ് പറയുന്നത്,Fake
ldf varum ellam sheriyakum,original
ശുഭ പ്രതീക്ഷ !,Fake
ഇത് നിശ്ചയമായും ദൈവം അയച്ച പരീക്ഷ ദിവസങ്ങളായിരുന്നു എന്നതിന്റെ തെളിവാണ് തനിയേ മാറിക്കൊണ്ടിരിക്കുന്നത്,Fake
ഈ പത്രക്കർക്ക് വെറെ വിഷയം  കിട്ടി യില്ലഎങ്കിൽ  ഇത്‌  തന്നെ  വാർത്ത,Fake
മനുഷ്യന്റെ ഒരു കാര്യം ,Fake
china ആണ് കാരണക്കാരന്‍,Fake
ban useless kumbhamela and thrissoor pooram urgently and save the people and the state,Fake
pandu gangajalam vitharanam cheithu ippoll covid19?,Fake
konathila kootham,original
its absolutely a kind of mis guiding to get likes .,Fake
കാരണവർക്ക് അടുപ്പിലും ആവാം എന്നാണല്ലോ.,original
"അടുത്തതായി ഒപ്പനയും മാർഗം കളിയും കൂടി നടത്തി മതേതരത്വം കാത്തു  സൂക്ഷിക്കുകയും, കൊറോണ യെ   തുരത്തുകയും വേണ്ടതാണ് ",original
china can never be trusted,Fake
ജില്ല സെക്രട്ടറിയെ മാറ്റണം,original
"eni enthu paranjalendha orupad jeevan poyille,kunju kuttikal varee",Fake
ആത്മീയത പോലും വെറും പ്രകടനമാവുകയാണ്. സാമാന്യ ബുദ്ധിയ്ക്ക് ക്ഷാമം അനുഭവിക്കുന്ന ആത്മീയ ആചാര്യൻമാർ തന്നെ ഇതിന് കാരണം,Fake
"അൽപ്പം പോലും നാണവും, മാനവും ഉളുപ്പും ഉണ്ടെങ്കിൽ ഇനിമേലാൽ ഇത്തരം കോപ്രായങ്ങൾ കാണിക്കരുത്. ഇവിടെ ഒരു സാധാരണക്കാരൻ മാസ്ക് ധരിച്ചില്ലെങ്കിൽ അവനെതിരെ കേസ് എടുക്കുന്ന മാന്യന്മാരൊക്കെ എവിടെ പോയി",original
"തിരുവാതിരക്ക് കൈ കൊട്ടുമ്പോൾ, വൈറസുകൾ കൈകൾക്ക് ഇടയിൽ ഞെരിഞ്ഞമർന്ന് ചാകുന്നത് കാണാത്ത നിങ്ങൾ ഒരു മനുഷ്യൻ ആണോ.",original
പോയി ചത്തുടെ വിണ ജോർജ്  നല്ല  മന്ത്രി,original
ldf,original
എല്ലാ മതങ്ങളിലെയും അതാത് ബ്രാൻഡ് ദൈവങ്ങൾ വിശ്വാസികളെ രക്ഷിക്കും എന്ന വിശ്വാസം ,original
തിരുവാതിര കളിച്ചാൽ. മോകൊറോണ. വരില്ല. കാറ്റത്തു പറന്നു പോവും,original
"marunadanu nalla koithukalam alle! thallal kondu kondu corona<br>swayam theerumichu, ethilum nallathu thirichu pokamennu",Fake
കലിയുഗ ജ്യോതിഷന്റെ പ്രവചനം താങ്കൾ ഒന്ന് കേൾക്കാൻ മനസ്സ് വെയ്ക്കണേ,Fake
ലോക കള്ളന്മാർ ചൈനക്കാർ.,Fake
china udey e silence ney nammal bhayakkanam,Fake
